JobTitle,Classification,Date
                    Head of Visitor Services and Front of House,Developer,22-11-12
                    Head of Visitor Services and Front of House,Developer,22-11-12
                    Head of Visitor Services and Front of House,Developer,22-11-12
                    Head of Visitor Services and Front of House,Developer,22-11-12
                   Financial Management Information System (FMIS) Administrator,Engineering,22-11-12
"                    Supervisor, Communication",Telecommunications,15-11-12
                    Geospatial Architect,Architects,15-11-12
                    Network Security Administrator,Developer,15-11-12
                    Interactive Learning Solutions Officer,Architects,15-11-12
                    Interactive Learning Solutions Officer,Architects,15-11-12
                    Interactive Learning Solutions Officer,Architects,15-11-12
                   Forms & Docs Developer,Developer,15-11-12
                   FOFMS Tier 3 Siebel Developer,Developer,15-11-12
                    Territory Office Assistant (expected employment opportunity),Testing and Quality,15-11-12
                    Territory Office Assistant (expected employment opportunity),Testing and Quality,15-11-12
                     Application & SOA Security Specialist,Developer,15-11-12
                    Security Configuration & Support Specialist,Security,15-11-12
                    Enterprise Solution Architect,Architects,15-11-12
                    IT Application Developer,Developer,15-11-12
                    Web Developer,Developer,15-11-12
                    Specialist – Learning and Development (expected employment opportunity),Testing and Quality,08-11-12
                    Software Developer - Security Applications,Developer,08-11-12
                    ICT Data Visualisation System Leader,Database Development,08-11-12
                    Data Miner,Database Development,08-11-12
                    IT SAP Midrange Application Developer,Developer,08-11-12
                    IT SAP Midrange Application Developer,Developer,08-11-12
                    IT Midrange Application Developer,Developer,08-11-12
                    IT Midrange Application Developer,Developer,08-11-12
                    IT Performance Tester,Testing and Quality,08-11-12
                    IT Performance Tester,Testing and Quality,08-11-12
                    Software Engineer,Developer,01-11-12
                   Cadet Radiocommunications Engineer,Developer,01-11-12
                    Microsoft Exchange Administrator,Engineering,01-11-12
                     Enterprise Architect,Architects,01-11-12
                  Enterprise Business Analyst,Architects,01-11-12
                    Lending Officer,Developer,01-11-12
                    Head of Visitor Services and Front of House,Developer,01-11-12
                    Data Auditor,Database Development,01-11-12
